Symbol	Bed chr (hg19)	start	end	chr locus	Annotator	Date updated	Origin	Expansion of gene name	Known function of gene	Variant type	Hom or Het	Variant chr	Variant start	Variant end	Call	Literature 1 (Title; PMID; Lit score)	Literature 2 (Title; PMID; Lit score)	Literature 3 (Title; PMID; Lit score)	Literature 4 (Title; PMID; Lit score)	Literature 5 (Title; PMID; Lit score)	Literature 6 (Title; PMID; Lit score)	Literature 7 (Title; PMID; Lit score)	Free text comments		Pathway
CHERP	chr19	16628699	16653263	19p13.11			Index gene	calcium homeostasis endoplasmic reticulum protein																	
SLC35E1	chr19	16660647	16683193	19p13.11			Index gene	solute carrier family 35 member E1																	
SMIM7	chr19	16756958	16770968	19p13.11			Index gene	small integral membrane protein 7																	
SIN3B	chr19	16940197	16991164	19p13.12			Index gene	SIN3 transcription regulator family member B																	
USE1	chr19	17326154	17330638	19p13.11			Index gene	unconventional SNARE in the ER 1																	
NR2F6	chr19	17342693	17356151	19p13.11			Index gene	nuclear receptor subfamily 2 group F member 6																	
BABAM1	chr19	17378184	17390162	19p13.11			Index gene	BRISC and BRCA1 A complex member 1																	
ABHD8	chr19	17402939	17414282	19p13.11			Index gene	abhydrolase domain containing 8																	
MRPL34	chr19	17416476	17417652	19p13.1			Index gene	mitochondrial ribosomal protein L34																	
DDA1	chr19	17420336	17434106	19p13.11			Index gene	DET1 and DDB1 associated 1																	
PGLS	chr19	17622431	17632097	19p13.2			Index gene	6-phosphogluconolactonase																	
MAP1S	chr19	17830260	17845324	19p13.12			Index gene	microtubule associated protein 1S																	
RPL18A	chr19	17970686	17974133	19p13.11			Index gene	ribosomal protein L18a																	
CCDC124	chr19	18043823	18054794	19p13.11			Index gene	coiled-coil domain containing 124																	
KCNN1	chr19	18062110	18109930	19p13.11			Index gene	potassium calcium-activated channel subfamily N member 1																	
PIK3R2	chr19	18263987	18281343	19p13.11			Index gene	phosphoinositide-3-kinase regulatory subunit 2																	
RAB3A	chr19	18307610	18314874	19p13.11			Index gene	RAB3A, member RAS oncogene family																	
JUND	chr19	18390503	18392466	19p13.11			Index gene	JunD proto-oncogene, AP-1 transcription factor subunit																	
LSM4	chr19	18417039	18434001	19p13.1			Index gene	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated																	
SSBP4	chr19	18530145	18545372	19p13.1			Index gene	single stranded DNA binding protein 4																	
ISYNA1	chr19	18545197	18549111	19p13.11			Index gene	inositol-3-phosphate synthase 1																	
FKBP8	chr19	18642561	18654406	19p13.11			Index gene	FK506 binding protein 8																	
KXD1	chr19	18668571	18680197	19p13.11			Index gene	KxDL motif containing 1																	
C19orf60	chr19	18699494	18703147	19p13.11			Index gene	chromosome 19 open reading frame 60																	
TMEM59L	chr19	18723681	18731849	19p12			Index gene	transmembrane protein 59 like																	
CRTC1	chr19	18794424	18893143	19p13.11			Index gene	CREB regulated transcription coactivator 1																	
UPF1	chr19	18942743	18979041	19p13.11			Index gene	UPF1, RNA helicase and ATPase																	
GDF1	chr19	18979354	19006953	19p13.11			Index gene	growth differentiation factor 1																	
CERS1	chr19	18979354	19007536	19p13.11			Index gene	ceramide synthase 1																	
COPE	chr19	19010322	19030199	19p13.11			Index gene	coatomer protein complex subunit epsilon																	
DDX49	chr19	19030483	19039442	19p13.11			Index gene	DEAD-box helicase 49																	
HOMER3	chr19	19040009	19052041	19p13.11			Index gene	homer scaffolding protein 3																	
SUGP2	chr19	19101695	19144861	19p13			Index gene	SURP and G-patch domain containing 2																	
ARMC6	chr19	19144386	19168987	19p13.11			Index gene	armadillo repeat containing 6																	
MEF2B	chr19	19256375	19281098	19p13.11			Index gene	myocyte enhancer factor 2B																	
BORCS8-MEF2B	chr19	19256375	19303400	19p13.11			Index gene	BORCS8-MEF2B readthrough																	
BORCS8	chr19	19287712	19303400	19p13.11			Index gene	BLOC-1 related complex subunit 8																	
RFXANK	chr19	19303007	19312678	19p13.11			Index gene	regulatory factor X associated ankyrin containing protein																	
NCAN	chr19	19322781	19363061	19p12			Index gene	neurocan																	
SUGP1	chr19	19387321	19431321	19p13			Index gene	SURP and G-patch domain containing 1																	
NDUFA13	chr19	19627018	19639013	19p13.11			Index gene	NADH:ubiquinone oxidoreductase subunit A13																	
YJEFN3	chr19	19639669	19648393	19p13.11			Index gene	YjeF N-terminal domain containing 3																	
ZNF90	chr19	20188802	20231977	19p12			Index gene	zinc finger protein 90																	
UQCRFS1	chr19	29698166	29704136	19q12			Index gene	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1																	
POP4	chr19	30097169	30108162	19q12			Index gene	POP4 homolog, ribonuclease P/MRP subunit																	
C19orf12	chr19	30189792	30206696	19q12			Index gene	chromosome 19 open reading frame 12																	
URI1	chr19	30414550	30507519	19q12			Index gene	URI1, prefoldin like chaperone																	
PDCD5	chr19	33072093	33078358	19q13.11			Index gene	programmed cell death 5																	
LRP3	chr19	33685598	33699773	19q13.11			Index gene	LDL receptor related protein 3																	
CEBPG	chr19	33864574	33873592	19q13.11			Index gene	CCAAT/enhancer binding protein gamma																	
PEPD	chr19	33877854	34012799	19q13.11			Index gene	peptidase D																	
LSM14A	chr19	34663351	34720420	19q13.11			Index gene	LSM14A, mRNA processing body assembly factor																	
GPI	chr19	34855644	34893318	19q13.11			Index gene	glucose-6-phosphate isomerase																	
UBA2	chr19	34919267	34960798	19q13.11			Index gene	ubiquitin like modifier activating enzyme 2																	
ZNF302	chr19	35168543	35177302	19q13.11			Index gene	zinc finger protein 302																	
GRAMD1A	chr19	35485687	35517375	19q13.11			Index gene	GRAM domain containing 1A																	
FXYD7	chr19	35634153	35645205	19q13.12			Index gene	FXYD domain containing ion transport regulator 7																	
USF2	chr19	35759880	35770724	19q13			Index gene	upstream transcription factor 2, c-fos interacting																	
TMEM147	chr19	36036501	36038429	19q13.12			Index gene	transmembrane protein 147																	
RBM42	chr19	36119917	36128588	19q13.12			Index gene	RNA binding motif protein 42																	
COX6B1	chr19	36139124	36149686	19q13.12			Index gene	cytochrome c oxidase subunit 6B1																	
PSENEN	chr19	36236477	36238056	19q13.12			Index gene	presenilin enhancer gamma-secretase subunit																	
LIN37	chr19	36239261	36245420	19q13.12			Index gene	lin-37 DREAM MuvB core complex component																	
ARHGAP33	chr19	36266416	36279724	19q13.12			Index gene	Rho GTPase activating protein 33																	
APLP1	chr19	36359346	36370699	19q13.12			Index gene	amyloid beta precursor like protein 1																	
SDHAF1	chr19	36486089	36487220	19q13.12			Index gene	succinate dehydrogenase complex assembly factor 1																	
CLIP3	chr19	36505561	36523797	19q13.12			Index gene	CAP-Gly domain containing linker protein 3																	
POLR2I	chr19	36604610	36606206	19q13.12			Index gene	RNA polymerase II subunit I																	
TBCB	chr19	36605887	36616850	19q13.12			Index gene	tubulin folding cofactor B																	
CAPNS1	chr19	36630827	36641255	19q13.12			Index gene	calpain small subunit 1																	
ZNF146	chr19	36705503	36729675	19q13.1			Index gene	zinc finger protein 146																	
DPF1	chr19	38701645	38720354	19q13.2			Index gene	double PHD fingers 1																	
SPINT2	chr19	38755097	38783254	19q13.2			Index gene	serine peptidase inhibitor, Kunitz type 2																	
YIF1B	chr19	38794199	38806606	19q13.2			Index gene	Yip1 interacting factor homolog B, membrane trafficking protein																	
PSMD8	chr19	38865189	38874464	19q13.2			Index gene	proteasome 26S subunit, non-ATPase 8																	
EIF3K	chr19	39109711	39127599	19q13.2			Index gene	eukaryotic translation initiation factor 3 subunit K																	
ACTN4	chr19	39138255	39221172	19q13.2			Index gene	actinin alpha 4																	
ECH1	chr19	39306061	39322497	19q13.2			Index gene	enoyl-CoA hydratase 1																	
HNRNPL	chr19	39327027	39342979	19q13.2			Index gene	heterogeneous nuclear ribonucleoprotein L																	
SIRT2	chr19	39369194	39390502	19q13.2			Index gene	sirtuin 2																	
MRPS12	chr19	39421347	39423659	19q13.2			Index gene	mitochondrial ribosomal protein S12																	
SAMD4B	chr19	39833098	39875537	19q13.2			Index gene	sterile alpha motif domain containing 4B																	
PAF1	chr19	39876269	39881835	19q13.1			Index gene	PAF1 homolog, Paf1/RNA polymerase II complex component																	
MED29	chr19	39881942	39891277	19q13.2			Index gene	mediator complex subunit 29																	
RPS16	chr19	39923776	39926660	19q13.1			Index gene	ribosomal protein S16																	
SUPT5H	chr19	39936185	39967308	19q13.2			Index gene	SPT5 homolog, DSIF elongation factor subunit																	
TIMM50	chr19	39971051	39984424	19q13.2			Index gene	translocase of inner mitochondrial membrane 50																	
EID2	chr19	40029446	40030838	19q13.2			Index gene	EP300 interacting inhibitor of differentiation 2																	
DYRK1B	chr19	40315986	40324873	19q13.2			Index gene	dual specificity tyrosine phosphorylation regulated kinase 1B																	
FBL	chr19	40325092	40337054	19q13.2			Index gene	fibrillarin																	
PSMC4	chr19	40476911	40487671	19q13.11-q13.13			Index gene	proteasome 26S subunit, ATPase 4																	
MAP3K10	chr19	40697650	40721482	19q13.2			Index gene	mitogen-activated protein kinase kinase kinase 10																	
TTC9B	chr19	40721964	40724306	19q13.2			Index gene	tetratricopeptide repeat domain 9B																	
AKT2	chr19	40736223	40791302	19q13.2			Index gene	AKT serine/threonine kinase 2																	
PLD3	chr19	40854331	40884397	19q13.2			Index gene	phospholipase D family member 3																	
BLVRB	chr19	40953690	40971725	19q13.2			Index gene	biliverdin reductase B																	
NUMBL	chr19	41171811	41196563	19q13.2			Index gene	NUMB like, endocytic adaptor protein																	
COQ8B	chr19	41197433	41222790	19q13.2			Index gene	coenzyme Q8B																	
SNRPA	chr19	41256758	41271297	19q13.1			Index gene	small nuclear ribonucleoprotein polypeptide A																	
MIA	chr19	41281081	41283398	19q13.2			Index gene	melanoma inhibitory activity																	
EGLN2	chr19	41305047	41314346	19q13.2			Index gene	egl-9 family hypoxia inducible factor 2																	
HNRNPUL1	chr19	41768380	41813688	19q13.2			Index gene	heterogeneous nuclear ribonucleoprotein U like 1																	
EXOSC5	chr19	41892275	41903256	19q13.2			Index gene	exosome component 5																	
BCKDHA	chr19	41903693	41930910	19q13.2			Index gene	branched chain keto acid dehydrogenase E1, alpha polypeptide																	
ATP5SL	chr19	41937222	41945843	19q13.2			Index gene	ATP5S like																	
RPS19	chr19	42363987	42375484	19q13.2			Index gene	ribosomal protein S19																	
RABAC1	chr19	42460832	42463528	19q13.2			Index gene	Rab acceptor 1																	
ATP1A3	chr19	42470733	42498428	19q13.2			Index gene	ATPase Na+/K+ transporting subunit alpha 3																	
GRIK5	chr19	42502467	42569967	19q13.2	HT	12/6/2017	Index gene	glutamate ionotropic receptor kainate type subunit 5		1	het				LP	1p34.3 deletion involving GRIK3: Further clinical implication of GRIK family glutamate receptors in the pathogenesis of developmental delay; PMID: 24449200; 1	Identification of new putative susceptibility genes for several psychiatric disorders by association analysis of regulatory and non-synonymous SNPs of 306 genes involved in neurotransmission and neurodevelopment; PMID: 19086053; 2								
DEDD2	chr19	42702744	42724304	19q13.2			Index gene	death effector domain containing 2																	
GSK3A	chr19	42734337	42746736	19q13.2			Index gene	glycogen synthase kinase 3 alpha																	
CIC	chr19	42772688	42799948	19q13.2			Index gene	capicua transcriptional repressor																	
PAFAH1B3	chr19	42801184	42806952	19q13.1			Index gene	platelet activating factor acetylhydrolase 1b catalytic subunit 3																	
TMEM145	chr19	42817476	42829214	19q13.2			Index gene	transmembrane protein 145																	
MEGF8	chr19	42829760	42882921	19q13.2			Index gene	multiple EGF like domains 8																	
ETHE1	chr19	44010870	44031408	19q13.31			Index gene	ETHE1, persulfide dioxygenase																	
XRCC1	chr19	44047463	44079730	19q13.2			Index gene	X-ray repair cross complementing 1																	
ZNF428	chr19	44111375	44124014	19q13.31			Index gene	zinc finger protein 428																	
CADM4	chr19	44126521	44143991	19q13.31			Index gene	cell adhesion molecule 4																	
SMG9	chr19	44232148	44259188	19q13.31			Index gene	SMG9, nonsense mediated mRNA decay factor																	
TOMM40	chr19	45394476	45406946	19q13			Index gene	translocase of outer mitochondrial membrane 40																	
CLPTM1	chr19	45457841	45496604	19q13.32			Index gene	CLPTM1, transmembrane protein																	
PPP1R37	chr19	45596430	45650543	19q13.32			Index gene	protein phosphatase 1 regulatory subunit 37																	
MARK4	chr19	45754515	45808541	19q13.32			Index gene	microtubule affinity regulating kinase 4																	
ERCC2	chr19	45854648	45873845	19q13.32			Index gene	ERCC excision repair 2, TFIIH core complex helicase subunit																	
ERCC1	chr19	45910590	45927177	19q13.32			Index gene	ERCC excision repair 1, endonuclease non-catalytic subunit																	
RTN2	chr19	45988545	46000313	19q13.32			Index gene	reticulon 2																	
SNRPD2	chr19	46190711	46195574	19q13.2-q13.3			Index gene	small nuclear ribonucleoprotein D2 polypeptide																	
DMPK	chr19	46272966	46285815	19q13.32			Index gene	dystrophia myotonica protein kinase																	
DMWD	chr19	46286263	46296060	19q13.32			Index gene	dystrophia myotonica, WD repeat containing																	
SYMPK	chr19	46318699	46366548	19q13.32			Index gene	symplekin																	
IRF2BP1	chr19	46386864	46389428	19q13.32			Index gene	interferon regulatory factor 2 binding protein 1																	
NOVA2	chr19	46436991	46476657	19q13.32			Index gene	NOVA alternative splicing regulator 2																	
PPP5C	chr19	46850250	46894232	19q13.32			Index gene	protein phosphatase 5 catalytic subunit																	
PNMAL1	chr19	46969747	46974820	#N/A			Index gene	#N/A																	
CALM3	chr19	47104330	47114039	19q13.32			Index gene	calmodulin 3																	
DACT3	chr19	47150820	47164395	19q13.32			Index gene	dishevelled binding antagonist of beta catenin 3																	
