#hg19.refGene.name	hg19.refGene.chrom	hg19.refGene.txStart	hg19.refGene.txEnd	hgFixed.refLink.name	hgFixed.refLink.geneName
NM_004429	chrX	68048839	68062006	EFNB1	85540
NM_022368	chrX	68380580	68385365	PJA1	85506
NM_145119	chrX	68380580	68385365	PJA1	85506
NM_001032396	chrX	68380580	68385365	PJA1	85506
NM_015686	chrX	68725077	68752351	FAM155B	156479
NM_207320	chrX	69282340	69284029	OTUD6A	156706
NR_037494	chrX	69242706	69242773	MIR676	268200
NM_001002254	chrX	69260391	69269788	AWAT2	154793
NM_198512	chrX	69397332	69425553	DGAT2L6	84336
NM_001551	chrX	69353317	69386173	IGBP1	36526
NM_001013579	chrX	69454504	69460511	AWAT1	151086
NM_016484	chrX	69506210	69509798	PDZD11	80249
NM_002565	chrX	69478015	69479654	P2RY4	155335
NM_004312	chrX	69488184	69501690	ARR3	73966
NM_001032726	chrX	69502021	69504852	RAB41	156013
NM_001166278	chrX	69674945	69725339	DLG3	155300
NM_020730	chrX	69672154	69725339	DLG3	155300
NM_017711	chrX	69642880	69653241	GDPD2	79397
NM_021120	chrX	69664704	69725339	DLG3	155300
NM_001171193	chrX	69642880	69653241	GDPD2	79397
NM_001171192	chrX	69642880	69653241	GDPD2	79397
NM_001171191	chrX	69642880	69653241	GDPD2	79397
NR_046586	chrX	69672805	69675676	DLG3-AS1	324724
NR_109801	chrX	69672805	69675844	DLG3-AS1	324724
NR_145758	chrX	70065930	70066145	SNORD3E	310822
NM_032803	chrX	70145429	70150975	SLC7A3	75386
NM_001048164	chrX	70145429	70150975	SLC7A3	75386
NM_013346	chrX	70279096	70288298	SNX12	34860
NM_001256186	chrX	70279096	70288298	SNX12	34860
NM_001256185	chrX	70279096	70293276	SNX12	34860
NR_033212	chrX	70323738	70326638	CXorf65	279726
NM_001256187	chrX	70279096	70288298	SNX12	34860
NM_001256188	chrX	70279096	70288298	SNX12	34860
NM_001170931	chrX	70315998	70323384	FOXO4	84089
NM_005120	chrX	70338405	70362304	MED12	193579
NM_005938	chrX	70315998	70323384	FOXO4	84089
NM_001025265	chrX	70323738	70326638	CXorf65	279726
NM_000206	chrX	70327253	70331481	IL2RG	71679
NM_001171163	chrX	70469054	70474499	ZMYM3	152227
NM_001171162	chrX	70459473	70475047	ZMYM3	152227
NM_005096	chrX	70459473	70474499	ZMYM3	152227
NM_201599	chrX	70459473	70474038	ZMYM3	152227
NM_001097642	chrX	70435061	70445065	GJB1	73503
NM_000166	chrX	70443055	70445065	GJB1	73503
NM_012278	chrX	70521583	70525221	ITGB1BP2	155725
NM_001303277	chrX	70521583	70525221	ITGB1BP2	155725
NR_002226	chrX	70711530	70712299	INGX	194017
NR_104396	chrX	70711845	70750375	TAF1	195507
NM_001504	chrX	70835765	70838367	CXCR3	24229
NM_052957	chrX	70797873	70833433	GCNA	291158
NM_001142797	chrX	70835765	70838367	CXCR3	24229
NM_001145140	chrX	70934223	70938135	CXorf49	309925
NM_001145140	chrX	70983139	70987051	CXorf49	309925
NM_001145139	chrX	70934223	70938135	CXorf49B	271884
NM_001145139	chrX	70983139	70987051	CXorf49B	271884
NR_034005	chrX	70917045	70923256	LINC00891	435676
NR_002309	chrX	71264258	71264811	RPS26P11	429917
NM_006223	chrX	71401525	71418194	PIN4	84520
NR_033187	chrX	71401525	71418194	PIN4	84520
NM_001024455	chrX	71346960	71351751	RTL5	349062
NM_001144886	chrX	71521487	71527037	CITED1	79361
NM_001144885	chrX	71521487	71525764	CITED1	79361
NM_001144887	chrX	71521487	71525764	CITED1	79361
NM_004143	chrX	71521487	71526837	CITED1	79361
NM_001007	chrX	71492452	71497141	RPS4X	74497
NM_001166422	chrX	71787431	71792953	HDAC8	34764
NM_001166420	chrX	71787431	71792953	HDAC8	34764
NR_110391	chrX	71908798	71932190	PHKA1-AS1	324829
NM_001348203	chrX	72027258	72028044	FAM236D	324115
NM_001080851	chrX	72064875	72068636	DMRTC1B	287998
NM_001348073	chrX	72001688	72002484	FAM236B	314016
NM_001351112	chrX	72027258	72028044	FAM236C	413712
NM_001351111	chrX	72027258	72028044	FAM236C	413712
NM_001348072	chrX	72001688	72002484	FAM236B	314016
NM_033053	chrX	72064875	72068636	DMRTC1	146632
NM_001348070	chrX	72001688	72002484	FAM236A	309106
NM_001348071	chrX	72001688	72002484	FAM236A	309106
NM_001348202	chrX	72027258	72028044	FAM236D	324115
NM_001080851	chrX	72091858	72095622	DMRTC1B	287998
NM_001348073	chrX	72158002	72158798	FAM236B	314016
NM_001351112	chrX	72132452	72133238	FAM236C	413712
NM_001351111	chrX	72132452	72133238	FAM236C	413712
NM_001348072	chrX	72158002	72158798	FAM236B	314016
NM_001348202	chrX	72132452	72133238	FAM236D	324115
NM_033053	chrX	72091858	72095622	DMRTC1	146632
NM_001348071	chrX	72158002	72158798	FAM236A	309106
NM_001348070	chrX	72158002	72158798	FAM236A	309106
NM_001348203	chrX	72132452	72133238	FAM236D	324115
NR_026594	chrX	72161567	72163589	FAM226B	288291
NR_026595	chrX	72161567	72163589	FAM226A	288405
NM_001042506	chrX	72223351	72225551	PABPC1L2B	154263
NM_001012977	chrX	72297176	72299351	PABPC1L2A	156474
NR_110398	chrX	72300005	72304474	PABPC1L2B-AS1	324863
NR_027291	chrX	72345875	72347919	NAP1L6	286521
NM_021963	chrX	72432136	72434710	NAP1L2	153138
NM_005193	chrX	72667089	72674421	CDX4	156261
NR_001564	chrX	73040485	73072588	XIST	75023
NR_003255	chrX	73012039	73049066	TSIX	264362
NM_203303	chrX	73524024	73524869	ZCCHC13	152827
NR_030785	chrX	73507120	73507192	MIR374A	267673
NR_030620	chrX	73438381	73438453	MIR374B	263102
NR_030398	chrX	73438211	73438296	MIR421	268066
NR_037511	chrX	73438383	73438453	MIR374C	290378
NR_030258	chrX	73506938	73507044	MIR545	270153
NM_016120	chrX	73802810	73834461	RLIM	22937
NM_183353	chrX	73802810	73834461	RLIM	22937
NM_145052	chrX	74493893	74524732	UPRT	80286
NM_001307944	chrX	74493893	74524732	UPRT	80286
NR_030774	chrX	74493893	74524732	UPRT	80286
NR_030737	chrX	74960372	74962914	TTC3P1	430029
NM_138703	chrX	75002822	75005079	MAGEE2	81014
NM_016500	chrX	75392770	75398033	PBDC1	267274
NM_001300888	chrX	75392763	75398145	PBDC1	267274
NM_020932	chrX	75648045	75651746	MAGEE1	145081
NR_029909	chrX	76139697	76139785	MIR384	270381
NR_029905	chrX	76225828	76225926	MIR325	263313
NM_003868	chrX	76709646	76712013	FGF16	193939
NM_032121	chrX	77081861	77151065	MAGT1	154208
NM_001866	chrX	77154960	77160881	COX7B	76003
NM_001029891	chrX	77223457	77225135	PGAM4	193911
NM_015975	chrX	77385244	77395179	TAF9B	151989
NM_000291	chrX	77359665	77382324	PGK1	20554
NM_006639	chrX	77526968	77583188	CYSLTR1	83801
NM_001282188	chrX	77526968	77583188	CYSLTR1	83801
NM_001282187	chrX	77526968	77583188	CYSLTR1	83801
NM_001282186	chrX	77526968	77583188	CYSLTR1	83801
NM_152694	chrX	77911565	77914825	RTL3	346901
NM_001278000	chrX	78003205	78011901	LPAR4	77710
NM_005296	chrX	78003205	78012578	LPAR4	77710
NM_001324218	chrX	78200828	78219224	P2RY10	79184
NM_001324225	chrX	78200828	78219224	P2RY10	79184
NM_014499	chrX	78200828	78219224	P2RY10	79184
NR_036258	chrX	78156690	78156746	MIR4328	290348
NM_001324221	chrX	78200828	78219224	P2RY10	79184
NM_198333	chrX	78200828	78219224	P2RY10	79184
NM_032553	chrX	78426468	78427726	GPR174	155617
NM_001171581	chrX	78615880	78623049	ITM2A	154175
NM_004867	chrX	78615880	78623049	ITM2A	154175
NM_001109878	chrX	79270254	79287268	TBX22	144761
NM_001109879	chrX	79270254	79287268	TBX22	144761
NM_016954	chrX	79277741	79287268	TBX22	144761
NM_001303475	chrX	79278558	79287268	TBX22	144761
NM_030763	chrX	80369199	80457441	HMGN5	259437
NM_000307	chrX	82763268	82764775	POU3F4	193809
NM_021118	chrX	83116133	83141708	CYLC1	154093
NM_001271680	chrX	83116133	83141708	CYLC1	154093
NR_031690	chrX	83480759	83480836	MIR548I4	430896
NR_024062	chrX	84189156	84189896	UBE2DNL	286781
NM_001012980	chrX	84347291	84363974	SATL1	154308
NM_021998	chrX	84498996	84528368	ZNF711	151695
NM_001330574	chrX	84498996	84528368	ZNF711	151695
NR_031710	chrX	85090784	85090863	MIR1321	431152
NR_029848	chrX	85158640	85158712	MIR361	268064
NM_001145414	chrX	85224098	85302569	CHM	154861
NM_033048	chrX	88002225	88009785	CPXCR1	153165
NM_001184771	chrX	88002225	88009785	CPXCR1	153165
NM_138960	chrX	89176939	89177882	TGIF2LX	155444
NM_080832	chrX	90689596	90693583	PABPC5	154765
NR_110659	chrX	90669901	90689998	PABPC5-AS1	325044
NR_039659	chrX	92079850	92079902	MIR4454	431006
NM_004538	chrX	92925924	92928682	NAP1L3	153796
NR_031667	chrX	94318139	94318225	MIR548M	431130
NR_003539	chrX	95592084	95592901	BRDTP1	267051
NM_013347	chrX	96138906	96140450	RPA4	155096
NR_125391	chrX	96783362	96819534	DIAPH2-AS1	435453
NM_022144	chrX	99839789	99854882	TNMD	71762
NM_080737	chrX	99929488	99986522	SYTL4	152376
NM_001129896	chrX	99929488	99987135	SYTL4	152376
NM_014467	chrX	99899162	99926296	SRPX2	83932
NM_001174068	chrX	99929488	99986522	SYTL4	152376
NM_001278743	chrX	99882104	99892101	TSPAN6	80438
NM_001278742	chrX	99882104	99892101	TSPAN6	80438
NM_001278741	chrX	99882104	99892101	TSPAN6	80438
NM_001278740	chrX	99882104	99891729	TSPAN6	80438
NM_003270	chrX	99882104	99891854	TSPAN6	80438
NM_007052	chrX	100098312	100129334	NOX1	74896
NM_001325	chrX	100075347	100095923	CSTF2	35624
NM_001306206	chrX	100075351	100096509	CSTF2	35624
NM_001271815	chrX	100098312	100129334	NOX1	74896
NM_013955	chrX	100098312	100129334	NOX1	74896
NM_001306209	chrX	100075351	100096509	CSTF2	35624
NM_212559	chrX	100168430	100183898	XKRX	156621
NM_001162491	chrX	100224696	100245820	ARL13A	156803
NR_103708	chrX	100224696	100245820	ARL13A	156803
NR_103709	chrX	100224696	100245820	ARL13A	156803
NM_021637	chrX	100333835	100351355	TMEM35A	287764
NM_001318523	chrX	100356046	100396279	CENPI	84477
NM_001939	chrX	100474932	100519485	DRP2	155826
NM_001171184	chrX	100474932	100519485	DRP2	155826
NM_001199972	chrX	100645877	100648840	RPL36A	53437
NM_001287345	chrX	100604434	100641212	BTK	79373
NM_001287344	chrX	100604434	100645784	BTK	79373
NM_001145951	chrX	100603025	100603708	TIMM8A	79557
NM_021029	chrX	100645877	100651142	RPL36A	53437
NM_004085	chrX	100600643	100603957	TIMM8A	79557
NM_000169	chrX	100652778	100663001	GLA	88304
NM_000061	chrX	100604434	100641212	BTK	79373
NM_001256155	chrX	100743030	100750798	ARMCX4	279606
NR_028407	chrX	100673250	100790975	ARMCX4	279606
NR_045863	chrX	100740240	100771939	ARMCX4	279606
NR_045861	chrX	100740240	100790975	ARMCX4	279606
NR_045862	chrX	100740240	100790975	ARMCX4	279606
NR_045864	chrX	100740240	100790975	ARMCX4	279606
NM_016608	chrX	100805513	100809675	ARMCX1	81707
NM_014782	chrX	100910267	100914876	ARMCX2	81376
NM_016607	chrX	100878119	100882831	ARMCX3	22883
NM_001282231	chrX	100910267	100914876	ARMCX2	81376
NM_019007	chrX	100870107	100872991	ARMCX6	81939
NR_033669	chrX	100870107	100872991	ARMCX6	81939
NR_033670	chrX	100870107	100872991	ARMCX6	81939
NM_001184768	chrX	100870107	100872991	ARMCX6	81939
NM_177949	chrX	100910267	100914876	ARMCX2	81376
NM_177948	chrX	100878350	100882831	ARMCX3	22883
NM_177947	chrX	100878119	100882831	ARMCX3	22883
NM_001009584	chrX	100870107	100872991	ARMCX6	81939
NM_001282401	chrX	101137259	101187039	ZMAT1	156836
NM_032946	chrX	101087084	101112549	NXF5	146566
NM_001282400	chrX	101137259	101187039	ZMAT1	156836
NR_028089	chrX	101087084	101112549	NXF5	146566
NM_001011657	chrX	101137259	101187039	ZMAT1	156836
NM_001012978	chrX	101408678	101410986	BEX5	79621
NM_001159560	chrX	101408678	101410762	BEX5	79621
NM_080390	chrX	101380659	101382684	TCEAL2	155313
NM_001006938	chrX	101394932	101397388	TCEAL6	155121
NM_001277423	chrX	101470279	101481785	TCP11X2	288266
NM_022053	chrX	101615315	101694929	NXF2	144949
NM_001099686	chrX	101615315	101694929	NXF2B	388988
NM_021992	chrX	101768609	101771699	TMSB15A	77699
NM_001277423	chrX	101715239	101726732	TCP11X2	288266
NR_002216	chrX	101804892	101826621	NXF4	288007
NM_014710	chrX	101906293	101914010	GPRASP1	84657
NM_001168478	chrX	101854425	101859085	ARMCX5	151192
NM_001184875	chrX	101967103	101972661	GPRASP2	152262
NM_001184874	chrX	101967103	101972661	GPRASP2	152262
NM_001168485	chrX	101854095	101859085	ARMCX5	151192
NM_001168479	chrX	101854095	101859085	ARMCX5	151192
NM_001184876	chrX	101967103	101972661	GPRASP2	152262
NM_138437	chrX	101967103	101972661	GPRASP2	152262
NM_001168482	chrX	101854425	101859085	ARMCX5	151192
NM_001168480	chrX	101854095	101859085	ARMCX5	151192
NM_001099411	chrX	101906293	101914010	GPRASP1	84657
NM_001099410	chrX	101906293	101914010	GPRASP1	84657
NM_022838	chrX	101854425	101859085	ARMCX5	151192
NM_001199818	chrX	101854275	101972661	ARMCX5-GPRASP2	389003
NM_001184727	chrX	101906328	101914010	GPRASP1	84657
NM_001004051	chrX	101967103	101972661	GPRASP2	152262
NM_001142530	chrX	102000906	102007369	BHLHB9	154236
NM_001142525	chrX	101975641	102007369	BHLHB9	154236
NM_001142524	chrX	101975641	102007369	BHLHB9	154236
NM_030639	chrX	101975641	102007369	BHLHB9	154236
NM_001142527	chrX	101975641	102007369	BHLHB9	154236
NM_001142526	chrX	101975641	102007369	BHLHB9	154236
NM_001142529	chrX	102000906	102007369	BHLHB9	154236
NM_001142528	chrX	101975641	102007369	BHLHB9	154236
NM_001031834	chrX	102192199	102193228	RAB40AL	155447
NM_022052	chrX	102330749	102348022	NXF3	82346
NM_018476	chrX	102317580	102319168	BEX1	76577
NM_001127688	chrX	102470019	102472128	BEX4	151047
NM_001080425	chrX	102470019	102472128	BEX4	151047
NM_001012979	chrX	102528617	102531797	TCEAL5	156430
NM_001168401	chrX	102564273	102565938	BEX2	80243
NM_001168400	chrX	102564273	102565883	BEX2	80243
NM_001168399	chrX	102564273	102565883	BEX2	80243
NM_153333	chrX	102507922	102510121	TCEAL8	79300
NM_001348258	chrX	102585113	102587254	TCEAL7	151648
NM_016303	chrX	102611379	102613397	TCEAL9	285942
NM_032621	chrX	102564273	102565974	BEX2	80243
NM_152278	chrX	102585113	102587254	TCEAL7	151648
NM_001006684	chrX	102507922	102510121	TCEAL8	79300
NM_001006614	chrX	102611379	102613397	TCEAL9	285942
NM_001006613	chrX	102611379	102613397	TCEAL9	285942
NM_001006612	chrX	102611379	102613397	TCEAL9	285942
NM_206917	chrX	102631250	102633092	BEX3	151046
NM_206915	chrX	102631250	102633092	BEX3	151046
NM_001282674	chrX	102631250	102633092	BEX3	151046
NM_014380	chrX	102632108	102633092	BEX3	151046
NM_032926	chrX	102862833	102864855	TCEAL3	151789
NM_024863	chrX	102840412	102842664	TCEAL4	85090
NM_001305842	chrX	102840412	102842664	TCEAL4	85090
NM_001305841	chrX	102840412	102842664	TCEAL4	85090
NM_001305840	chrX	102840412	102842664	TCEAL4	85090
NM_004780	chrX	102883891	102885876	TCEAL1	80933
NM_001300901	chrX	102831158	102842664	TCEAL4	85090
NM_001006937	chrX	102840412	102842664	TCEAL4	85090
NM_001006935	chrX	102840412	102842664	TCEAL4	85090
NM_001006933	chrX	102862833	102864855	TCEAL3	151789
NM_001006640	chrX	102883647	102885876	TCEAL1	80933
NM_001006639	chrX	102883891	102885876	TCEAL1	80933
NM_001142430	chrX	102930425	102941746	MORF4L2	4444
NM_182541	chrX	102965836	102968960	TMEM31	153353
NM_012286	chrX	102930425	102941746	MORF4L2	4444
NM_001172285	chrX	102973501	102983552	GLRA4	279590
NM_001142422	chrX	102930425	102943086	MORF4L2	4444
NM_001142423	chrX	102930425	102941746	MORF4L2	4444
NM_001142427	chrX	102930425	102943086	MORF4L2	4444
NM_001142418	chrX	102930425	102941746	MORF4L2	4444
NM_001142420	chrX	102930425	102943086	MORF4L2	4444
NM_001142419	chrX	102930425	102943086	MORF4L2	4444
NM_001142421	chrX	102930425	102943086	MORF4L2	4444
NM_001142429	chrX	102930425	102941746	MORF4L2	4444
NM_001142428	chrX	102930425	102943086	MORF4L2	4444
NM_001142425	chrX	102930425	102941746	MORF4L2	4444
NM_001142424	chrX	102930425	102941746	MORF4L2	4444
NM_001142432	chrX	102930425	102943086	MORF4L2	4444
NM_001142431	chrX	102930425	102943086	MORF4L2	4444
NR_038978	chrX	102942211	102947484	MORF4L2-AS1	324368
NM_001142426	chrX	102930425	102941746	MORF4L2	4444
NM_001024452	chrX	102962271	102983552	GLRA4	279590
NM_199478	chrX	103031720	103047547	PLP1	24277
NM_001305004	chrX	103031780	103047547	PLP1	24277
NM_001128834	chrX	103031433	103047547	PLP1	24277
NM_016370	chrX	103077251	103087212	RAB9B	82105
NR_146558	chrX	103031251	103087212	RAB9B	82105
NR_146560	chrX	103031251	103087212	RAB9B	82105
NM_000533	chrX	103031720	103047547	PLP1	24277
NM_001350211	chrX	103173478	103220563	TMSB15B	202190
NM_001350212	chrX	103217169	103220563	TMSB15B	202190
NM_001350213	chrX	103173478	103229008	TMSB15B	202190
NR_003238	chrX	103230501	103232935	H2BFXP	286556
NM_194324	chrX	103217169	103220563	TMSB15B	202190
NM_001002916	chrX	103265718	103268259	H2BFWT	154062
NM_001143978	chrX	103357216	103360538	ZCCHC18	265979
NM_001164416	chrX	103294515	103297021	H2BFM	286464
NR_003238	chrX	103315068	103317502	H2BFXP	286556
NR_026694	chrX	103357216	103360538	ZCCHC18	265979
NM_001012755	chrX	103343897	103401708	SLC25A53	201179
NM_153448	chrX	103494718	103499599	ESX1	80178
NM_000354	chrX	105277189	105282718	SERPINA7	79734
NM_001171020	chrX	105412297	105452949	MUM1L1	153484
NM_152423	chrX	105412297	105452949	MUM1L1	153484
NR_039765	chrX	105883043	105883126	MIR548AN	289429
NM_001171706	chrX	106143292	106146561	RIPPLY1	155654
NM_138382	chrX	106143292	106146561	RIPPLY1	155654
NM_198881	chrX	106045918	106093063	TBC1D8B	142186
NM_017752	chrX	106045918	106119377	TBC1D8B	142186
NM_024657	chrX	106183963	106243474	MORC4	84458
NM_001085354	chrX	106183963	106243474	MORC4	84458
NM_001171080	chrX	106305117	106362057	RBM41	151723
NM_001324244	chrX	106305117	106362057	RBM41	151723
NM_001324243	chrX	106305117	106361815	RBM41	151723
NM_001324242	chrX	106305117	106362057	RBM41	151723
NM_018301	chrX	106305117	106362057	RBM41	151723
NR_136731	chrX	106305117	106361815	RBM41	151723
NR_136732	chrX	106305117	106361815	RBM41	151723
NR_136728	chrX	106305117	106362057	RBM41	151723
NR_136729	chrX	106305117	106362057	RBM41	151723
NR_136730	chrX	106305117	106362057	RBM41	151723
NM_173494	chrX	106449861	106487473	PIH1D3	274901
NM_001169154	chrX	106449861	106487473	PIH1D3	274901
NR_046750	chrX	106756212	106789051	FRMPD3-AS1	430044
NM_001204402	chrX	106871653	106894256	PRPS1	36177
NM_002764	chrX	106871653	106894256	PRPS1	36177
NM_198057	chrX	106956451	107019017	TSC22D3	84177
NM_001318470	chrX	106956451	107019218	TSC22D3	84177
NM_001318468	chrX	106956451	107019218	TSC22D3	84177
NM_004089	chrX	106956451	106960291	TSC22D3	84177
NM_001348372	chrX	107020962	107039007	NCBP2L	403024
NM_001015881	chrX	106956451	106959711	TSC22D3	84177
NM_031273	chrX	107224093	107225600	TEX13B	144951
NM_170750	chrX	107327434	107334874	PSMD10	22958
NM_002814	chrX	107327434	107334874	PSMD10	22958
NM_001170553	chrX	107288199	107322414	VSIG1	81243
NM_182607	chrX	107288199	107322414	VSIG1	81243
NM_003604	chrX	107975726	107979607	IRS4	195055
NR_106735	chrX	108297771	108297820	MIR6087	290376
NM_018698	chrX	108779009	108787927	NXT2	84259
NM_001242618	chrX	108780346	108787927	NXT2	84259
NM_001242617	chrX	108780058	108787927	NXT2	84259
NM_012282	chrX	108866928	108868397	KCNE5	158585
NR_039659	chrX	109113629	109113681	MIR4454	431006
NR_030381	chrX	109298556	109298654	MIR652	263129
NR_039774	chrX	109325345	109325446	MIR3978	290573
NR_004379	chrX	109468216	109468288	SNORD96B	430112
NM_020769	chrX	109662284	109699562	RTL9	349066
NR_002718	chrX	109763539	109766249	TDGF1P3	288018
NM_001128172	chrX	110366304	110470589	PAK3	141632
NM_001257241	chrX	110924397	110932027	ALG13	83860
NM_001257240	chrX	110924397	110932027	ALG13	83860
NM_001257239	chrX	110924884	110932027	ALG13	83860
NM_001257237	chrX	110924397	111003875	ALG13	83860
NM_001257230	chrX	110924345	111003875	ALG13	83860
NM_001257231	chrX	110924397	111003875	ALG13	83860
NM_001324291	chrX	110924345	110932027	ALG13	83860
NM_001324290	chrX	110924345	110932027	ALG13	83860
NR_136735	chrX	110924397	110932027	ALG13	83860
NM_001168385	chrX	110924345	110932027	ALG13	83860
NM_001324292	chrX	110924345	111003875	ALG13	83860
NR_033125	chrX	110924345	110932027	ALG13	83860
NM_001257235	chrX	110924397	110932027	ALG13	83860
NM_001257234	chrX	110924397	111003875	ALG13	83860
NM_001324294	chrX	110924884	110932027	ALG13	83860
NM_001324293	chrX	110924397	111003875	ALG13	83860
NM_001099922	chrX	110924345	111003875	ALG13	83860
NM_018466	chrX	110924345	110932027	ALG13	83860
NR_148693	chrX	110924345	111003875	ALG13	83860
NM_001039210	chrX	110924345	110932027	ALG13	83860
NM_001195578	chrX	111119427	111147213	TRPC5OS	287984
NM_001195577	chrX	111125124	111147213	TRPC5OS	287984
NM_001195576	chrX	111119278	111147213	TRPC5OS	287984
NM_178175	chrX	111873878	111923375	LHFPL1	149375
NM_001113490	chrX	112018104	112066354	AMOT	151113
NR_036255	chrX	112023945	112024016	MIR4329	290244
NR_002993	chrX	113865258	113865386	SNORA35	311293
NR_031581	chrX	113873917	113874002	MIR764	269290
NR_031733	chrX	113886018	113886098	MIR1912	269128
NR_031563	chrX	113887129	113887198	MIR1264	269693
NR_031578	chrX	113949649	113949761	MIR1298	269631
NR_031732	chrX	113997743	113997823	MIR1911	270734
NR_029955	chrX	114058016	114058127	MIR448	268404
NM_000640	chrX	114238537	114252207	IL13RA2	84917
NR_145764	chrX	114360878	114361005	SNORA35B	311265
NM_001318840	chrX	114524282	114542123	LUZP4	156250
NM_016383	chrX	114524282	114542123	LUZP4	156250
NR_110383	chrX	114752496	114797058	PLS3-AS1	429843
NR_110384	chrX	114752496	114797058	PLS3-AS1	429843
NM_001172335	chrX	114827818	114885179	PLS3	79983
NM_001282338	chrX	114827818	114885179	PLS3	79983
NM_001136025	chrX	114827818	114885179	PLS3	79983
NR_147172	chrX	114957296	115021860	DANT1	437903
NR_147173	chrX	114957296	115021860	DANT1	437903
NM_000686	chrX	115301957	115306225	AGTR2	155336
NM_007231	chrX	115567746	115592625	SLC6A14	75112
NM_001017978	chrX	115592852	115594194	CT83	262849
NR_031685	chrX	117520356	117520434	MIR1277	268754
NM_001312891	chrX	117957705	117960936	ZCCHC12	82599
NM_173798	chrX	117957705	117960936	ZCCHC12	82599
